Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1984-85,22,UTA,NBA,PG,10,0,186,5.1,10.9,0.467,0,0.5,0,5.1,10.5,0.488,6.3,8.5,0.743,1.7,5.1,6.8,10.5,2.7,0.5,3.9,7.3,16.5,NA,110,106
1985-86,23,UTA,NBA,PG,4,0,73,6.3,12,0.529,0.7,0.7,1,5.6,11.2,0.5,5.6,6.3,0.889,2.1,2.1,4.2,9.8,3.5,0,2.8,7,19,NA,128,114
1986-87,24,UTA,NBA,PG,5,2,157,5.7,9.2,0.621,1.3,1.6,0.8,4.5,7.6,0.583,3.2,4.1,0.769,0.6,2.9,3.5,12.7,4.8,0.3,3.5,5.7,15.9,NA,130,104
1987-88,25,UTA,NBA,PG,11,11,478,7.2,14.1,0.507,0.4,1.5,0.286,6.8,12.7,0.533,7.9,9.6,0.824,1.5,3.3,4.8,17.2,3.9,0.3,5.1,3.8,22.7,NA,121,106
1988-89,26,UTA,NBA,PG,3,3,139,10.4,20.5,0.508,1,1.4,0.75,9.4,19.1,0.491,6.6,7.3,0.905,0.7,2.8,3.5,14.2,3.8,1.7,3.8,5.2,28.4,NA,128,111
1989-90,27,UTA,NBA,PG,5,5,194,7.6,18,0.42,0.3,3.4,0.077,7.3,14.6,0.5,4.2,5.2,0.8,1,3.1,4.2,19.6,1.6,0,3.7,5.2,19.6,NA,112,114
1990-91,28,UTA,NBA,PG,9,9,373,7.8,14.5,0.537,1.5,3.6,0.407,6.3,10.9,0.58,5,5.9,0.841,1.3,4.3,5.7,16.7,2.7,0.3,4.3,4.4,22.1,NA,124,107
1991-92,29,UTA,NBA,PG,16,16,623,6.6,15.6,0.423,1.5,5,0.31,5.1,10.6,0.476,5.6,6.7,0.833,0.9,3.2,4,18.6,2.9,0.4,5,3.3,20.3,NA,115,113
1992-93,30,UTA,NBA,PG,5,5,193,6.7,14.9,0.451,1.5,3.8,0.385,5.3,11.1,0.474,4.4,5.3,0.833,1.5,2,3.5,16.1,3.5,0,4.4,4.7,19.3,NA,115,108
1993-94,31,UTA,NBA,PG,16,16,597,8.2,18,0.456,0.4,2.2,0.167,7.8,15.7,0.497,4.7,5.9,0.81,1.3,3.5,4.8,14.6,2.5,0.7,3.7,4.1,21.5,NA,112,106
1994-95,32,UTA,NBA,PG,5,5,193,9.4,20.5,0.459,2.2,5.5,0.4,7.2,15,0.481,3.6,4.7,0.765,1.7,3.1,4.7,14.1,1.9,0.3,3.9,3.6,24.7,NA,116,122
1995-96,33,UTA,NBA,PG,18,18,679,5.8,12.9,0.446,0.9,3.1,0.289,4.9,9.8,0.496,4,4.9,0.814,1.2,3.6,4.8,16.1,2.4,0.6,4.8,4.1,16.4,NA,112,102
1996-97,34,UTA,NBA,PG,20,20,739,8.5,16.3,0.521,1.4,3.8,0.38,7.1,12.5,0.563,5.8,6.8,0.856,1.4,4.5,5.9,14.3,2.5,0.4,4.7,3.9,24.2,NA,122,108
1997-98,35,UTA,NBA,PG,20,20,596,7.6,15.4,0.494,0.8,2.4,0.346,6.8,13,0.522,4.8,6.7,0.718,1.5,4.1,5.6,14.6,2.9,0.3,4.5,5.1,20.9,NA,112,101
1998-99,36,UTA,NBA,PG,11,11,352,6.6,16.6,0.4,0.6,1.9,0.333,6,14.7,0.409,5.4,7.3,0.739,1.7,3.9,5.7,14.5,2.8,0.2,4.9,5.1,19.3,NA,102,100
1999-00,37,UTA,NBA,PG,10,10,350,6.4,13.9,0.461,1.1,2.8,0.389,5.3,11.1,0.479,3.6,4.7,0.767,1.1,3.6,4.7,16.1,2,0.3,4.1,4.7,17.5,NA,113,108
2000-01,38,UTA,NBA,PG,5,5,186,5.1,11.1,0.459,0,2.4,0,5.1,8.7,0.586,4.5,6.3,0.714,3.3,5.1,8.4,17,3,0.9,2.1,5.7,14.6,NA,128,106
2001-02,39,UTA,NBA,PG,4,4,141,6.9,15.3,0.45,0.8,2.7,0.286,6.1,12.6,0.485,4.6,5,0.923,1.1,5,6.1,15.3,4.2,0.4,3.1,6.1,19.1,NA,120,98
2002-03,40,UTA,NBA,PG,5,5,149,6.5,14.1,0.462,0,0.4,0,6.5,13.7,0.474,7.2,7.2,1,1.8,4,5.8,9.4,2.9,0.4,5.1,4.7,20.2,NA,110,116
Career,NA,,NBA,,182,165,6398,7.2,15.2,0.473,0.9,2.9,0.326,6.2,12.3,0.507,5.2,6.4,0.81,1.4,3.7,5.1,15.4,2.8,0.4,4.3,4.5,20.4,NA,116,107
