Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,LAC,NBA,C,53,13,14.5,1.8,2.8,0.633,0,0,NA,1.8,2.8,0.633,0.633,0.8,2.1,0.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3
2009-10,21,LAC,NBA,C,70,12,16.2,2.1,3.4,0.605,0,0,0,2.1,3.4,0.61,0.605,0.7,1.8,0.375,1.7,3.3,5,0.3,0.2,0.9,1.1,2.2,4.8
2010-11,22,LAC,NBA,C,80,66,25.6,2.9,4.3,0.686,0,0,0,2.9,4.3,0.688,0.686,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1
2011-12,23,LAC,NBA,C,66,66,27.2,3.1,4.9,0.632,0,0,0,3.1,4.9,0.634,0.632,1.1,2.1,0.525,3.1,5.2,8.3,0.3,0.5,2,1.1,2.9,7.4
2012-13,24,LAC,NBA,C,82,82,24.5,3.8,6,0.643,0,0,NA,3.8,6,0.643,0.643,1.2,3,0.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,2.3,8.8
2013-14,25,LAC,NBA,C,82,82,35,4.2,6.3,0.676,0,0,NA,4.2,6.3,0.676,0.676,2,4.6,0.428,4,9.5,13.6,0.9,1,2.5,1.5,3.2,10.4
2014-15,26,LAC,NBA,C,82,82,34.4,4.6,6.5,0.71,0,0,0.25,4.6,6.5,0.713,0.711,2.3,5.7,0.397,4.8,10.1,15,0.7,1,2.2,1.3,3,11.5
2015-16,27,LAC,NBA,C,77,77,33.7,4.6,6.6,0.703,0,0,0,4.6,6.6,0.704,0.703,3.5,8,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7
2016-17,28,LAC,NBA,C,81,81,31.7,5.1,7.1,0.714,0,0,0,5.1,7.1,0.717,0.714,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7
2017-18,29,LAC,NBA,C,77,77,31.5,4.8,7.5,0.645,0,0,NA,4.8,7.5,0.645,0.645,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6,12
2018-19,30,TOT,NBA,C,69,69,29.7,4.1,6.5,0.641,0,0,NA,4.1,6.5,0.641,0.641,2.7,3.8,0.705,3.3,9.8,13.1,2.3,0.6,1.1,2.2,2.4,11
2018-19,30,DAL,NBA,C,50,50,31.1,4.2,6.5,0.644,0,0,NA,4.2,6.5,0.644,0.644,2.7,4,0.682,3.2,10.5,13.7,2,0.7,1.1,2.2,2.5,11
2018-19,30,NYK,NBA,C,19,19,25.9,4.1,6.5,0.634,0,0,NA,4.1,6.5,0.634,0.634,2.7,3.5,0.773,3.4,8,11.4,3,0.5,1.1,2.2,2.2,10.9
2019-20,31,BRK,NBA,C,56,6,22,3.4,5.1,0.666,0,0,NA,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10,1.9,0.3,0.9,1.3,2,8.3
Career,NA,,NBA,,875,713,27.8,3.8,5.7,0.669,0,0,0.091,3.8,5.7,0.671,0.67,1.9,3.9,0.474,3.2,7.6,10.8,0.9,0.6,1.6,1.4,2.6,9.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,LAC,NBA,,750,638,28.1,3.8,5.7,0.673,0,0,0.091,3.8,5.7,0.674,0.673,1.8,4.1,0.446,3.2,7.4,10.7,0.7,0.6,1.7,1.3,2.7,9.4
1 season,NA,BRK,NBA,,56,6,22,3.4,5.1,0.666,0,0,NA,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10,1.9,0.3,0.9,1.3,2,8.3
1 season,NA,DAL,NBA,,50,50,31.1,4.2,6.5,0.644,0,0,NA,4.2,6.5,0.644,0.644,2.7,4,0.682,3.2,10.5,13.7,2,0.7,1.1,2.2,2.5,11
1 season,NA,NYK,NBA,,19,19,25.9,4.1,6.5,0.634,0,0,NA,4.1,6.5,0.634,0.634,2.7,3.5,0.773,3.4,8,11.4,3,0.5,1.1,2.2,2.2,10.9
