Season,Team,Lg,Salary
1998-99,Washington Wizards,NBA,"$350,000"
1999-00,Orlando Magic,NBA,"$460,000"
2000-01,Los Angeles Clippers,NBA,"$523,500"
2001-02,Los Angeles Clippers,NBA,"$590,850"
2002-03,Portland Trail Blazers,NBA,"$3,000,000"
2003-04,Portland Trail Blazers,NBA,"$3,300,000"
2004-05,Cleveland Cavaliers,NBA,"$3,600,000"
2005-06,New Jersey Nets,NBA,"$3,400,000"
2006-07,Charlotte Bobcats,NBA,"$3,600,000"
2007-08,Charlotte Bobcats,NBA,"$1,219,590"
Career,(may be incomplete),,"$20,043,940"
