,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,20,MEM,NBA,SF,78,2103,.422,12.2,.812,.292,.157,.122,.241,.188,.436,.563,.420,.344,.339,.364,.465,.101,62,.923,.308,.432,5,0
2007-08,21,MEM,NBA,SF,81,3000,.461,13.8,.714,.269,.121,.123,.201,.286,.507,.616,.463,.398,.454,.346,.297,.095,115,.858,.186,.472,9,0
2008-09,22,MEM,NBA,SF,79,2945,.453,12.4,.808,.287,.142,.133,.246,.192,.477,.586,.425,.435,.405,.351,.322,.104,118,.894,.211,.431,1,0
2009-10,23,MEM,NBA,SF,80,3175,.466,11.5,.843,.312,.158,.157,.217,.157,.492,.590,.453,.455,.405,.327,.360,.104,119,.894,.188,.368,4,0
2010-11,24,MEM,NBA,SF,54,2152,.471,12.9,.834,.221,.180,.193,.241,.166,.486,.672,.410,.452,.397,.396,.315,.082,62,.842,.188,.444,4,0
2011-12,25,MEM,NBA,SF,65,2422,.455,12.1,.838,.275,.169,.178,.216,.162,.482,.679,.367,.437,.359,.312,.397,.119,110,.796,.162,.286,3,1
2012-13,26,TOT,NBA,SF,75,2687,.416,12.9,.792,.221,.195,.195,.182,.208,.440,.603,.369,.430,.329,.323,.362,.076,78,.679,.146,.263,3,0
2012-13,26,MEM,NBA,SF,42,1541,.408,12.3,.813,.234,.206,.203,.169,.188,.431,.571,.359,.414,.345,.310,.382,.078,43,.725,.147,.158,0,0
2012-13,26,TOR,NBA,SF,33,1146,.425,13.7,.768,.205,.181,.184,.198,.232,.452,.647,.382,.452,.313,.336,.337,.073,35,.636,.145,.368,3,0
2013-14,27,TOT,NBA,SF,73,2531,.455,11.7,.833,.248,.228,.166,.191,.167,.481,.678,.390,.474,.338,.330,.288,.074,74,.723,.213,.286,0,0
2013-14,27,TOR,NBA,SF,18,639,.388,12.2,.824,.245,.224,.131,.224,.176,.391,.585,.213,.477,.307,.373,.269,.057,14,.682,.237,.286,0,0
2013-14,27,SAC,NBA,SF,55,1892,.482,11.6,.836,.249,.230,.180,.178,.164,.516,.714,.459,.474,.353,.312,.294,.081,60,.744,.203,.286,0,0
2014-15,28,SAC,NBA,SF,68,2408,.455,12.3,.803,.198,.272,.165,.168,.197,.479,.629,.432,.467,.388,.359,.312,.060,60,.734,.223,.347,1,0
2015-16,29,SAC,NBA,SF,70,2379,.463,11.1,.786,.267,.248,.135,.136,.214,.495,.651,.384,.471,.416,.344,.528,.088,78,.824,.279,.400,1,0
2016-17,30,SAC,NBA,SF,30,1013,.455,13.1,.744,.233,.210,.140,.161,.256,.483,.689,.430,.387,.338,.372,.396,.097,41,.881,.186,.381,3,0
2017-18,31,SAS,NBA,PF,57,1231,.471,11.7,.780,.261,.207,.218,.095,.220,.516,.679,.396,.504,.353,.314,.403,.071,32,.865,.246,.310,6,0
2018-19,32,SAS,NBA,PF,69,1842,.504,13.2,.753,.193,.225,.185,.150,.247,.537,.639,.446,.572,.500,.402,.394,.058,34,.892,.315,.483,3,0
2019-20,33,SAS,NBA,PF,60,1287,.442,15.1,.631,.175,.151,.203,.102,.369,.517,.716,.382,.471,.471,.314,.512,.050,20,.845,.286,.283,1,0
Career,,,NBA,,939,31175,.456,12.5,.792,.252,.188,.162,.190,.208,.484,.631,.411,.452,.390,.345,.368,.086,1003,.828,.219,.380,44,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,MEM,NBA,,479,17338,.452,12.5,.805,.274,.157,.155,.220,.195,.478,.610,.416,.426,.394,.344,.354,.099,629,.857,.196,.401,26,1
4 seasons,,SAC,NBA,,223,7692,.464,11.9,.799,.236,.246,.157,.160,.201,.494,.666,.424,.461,.379,.347,.380,.078,239,.790,.230,.361,5,0
3 seasons,,SAS,NBA,,186,4360,.477,13.3,.727,.208,.199,.200,.120,.273,.525,.672,.417,.521,.458,.347,.425,.059,86,.870,.287,.371,10,0
2 seasons,,TOR,NBA,,51,1785,.411,13.1,.789,.220,.197,.164,.208,.211,.428,.621,.311,.459,.310,.347,.313,.067,49,.652,.174,.333,3,0
