,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,23,MIN,NBA,SG,10,45,.474,7.1,.842,.474,.263,.105,.000,.158,.563,.778,.200,.500,,.000,.556,.211,3,,.333,.000,0,0
2004-05,26,SAC,NBA,SG,65,1233,.442,11.3,.780,.351,.126,.107,.196,.220,.474,.588,.426,.400,.342,.329,.529,.158,48,.889,.671,.345,0,0
2005-06,27,DET,NBA,SG,80,1139,.452,13.3,.660,.320,.050,.126,.164,.340,.493,.642,.412,.326,.357,.371,.658,.106,34,.977,.724,.357,0,0
2006-07,28,LAL,NBA,SG,76,1732,.432,11.8,.755,.327,.114,.138,.175,.245,.455,.531,.419,.373,.400,.361,.570,.076,39,.875,.564,.413,0,0
2007-08,29,TOT,NBA,SG,75,1720,.481,11.9,.617,.420,.053,.068,.075,.383,.539,.620,.414,.459,.244,.388,.652,.147,75,.914,.813,.412,0,0
2007-08,29,LAL,NBA,SG,7,96,.321,11.8,.750,.357,.107,.143,.143,.250,.381,.500,.333,.500,.000,.143,.375,.143,3,1.000,.571,.250,0,0
2007-08,29,ORL,NBA,SG,68,1624,.489,11.9,.609,.424,.050,.064,.072,.391,.549,.626,.423,.455,.270,.396,.665,.147,72,.913,.822,.416,0,0
2008-09,30,ATL,NBA,SF,80,1840,.432,16.2,.485,.261,.054,.041,.129,.515,.470,.563,.346,.500,.323,.395,.482,.083,36,.939,.476,.449,1,0
2009-10,31,ATL,NBA,SF,79,1317,.445,14.5,.570,.303,.033,.099,.135,.430,.527,.622,.615,.359,.415,.337,.576,.102,38,.912,.544,.326,0,0
2010-11,32,TOT,NBA,SF,73,1549,.417,15.2,.606,.259,.061,.097,.189,.394,.475,.573,.269,.561,.363,.329,.607,.073,25,.964,.593,.354,1,0
2010-11,32,ATL,NBA,SF,47,837,.393,16.2,.557,.224,.060,.075,.199,.443,.455,.533,.250,.467,.425,.315,.627,.090,12,.964,.539,.354,0,0
2010-11,32,WAS,NBA,SF,26,712,.439,14.3,.650,.291,.063,.117,.179,.350,.490,.600,.286,.615,.300,.346,.592,.058,13,.963,.654,.353,1,0
2011-12,33,WAS,NBA,SF,24,343,.402,16.3,.598,.170,.080,.143,.205,.402,.418,.579,.222,.313,.435,.378,.536,.045,5,.882,.667,.433,1,0
Career,,,NBA,,562,10918,.442,13.5,.637,.318,.072,.097,.149,.363,.487,.592,.393,.409,.360,.363,.583,.104,303,.925,.618,.388,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,206,3994,.429,15.6,.530,.270,.047,.069,.144,.470,.489,.583,.392,.419,.381,.362,.548,.091,86,.934,.510,.388,1,0
2 seasons,,LAL,NBA,,83,1828,.426,11.8,.754,.328,.114,.139,.174,.246,.451,.529,.415,.380,.384,.350,.562,.079,42,.878,.564,.405,0,0
1 season,,DET,NBA,,80,1139,.452,13.3,.660,.320,.050,.126,.164,.340,.493,.642,.412,.326,.357,.371,.658,.106,34,.977,.724,.357,0,0
1 season,,ORL,NBA,,68,1624,.489,11.9,.609,.424,.050,.064,.072,.391,.549,.626,.423,.455,.270,.396,.665,.147,72,.913,.822,.416,0,0
1 season,,SAC,NBA,,65,1233,.442,11.3,.780,.351,.126,.107,.196,.220,.474,.588,.426,.400,.342,.329,.529,.158,48,.889,.671,.345,0,0
2 seasons,,WAS,NBA,,50,1055,.427,15.0,.633,.251,.069,.125,.188,.367,.467,.595,.261,.500,.349,.358,.576,.054,18,.932,.659,.383,2,0
1 season,,MIN,NBA,,10,45,.474,7.1,.842,.474,.263,.105,.000,.158,.563,.778,.200,.500,,.000,.556,.211,3,,.333,.000,0,0
