Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,27,DEN,NBA,C,62,14,875,3.9,8.2,0.472,0,0,0,3.9,8.1,0.475,1.2,1.9,0.667,2.7,5.7,8.4,1.3,1.4,1.6,1.4,6,9
2004-05,28,DEN,NBA,C,67,11,939,3.9,8.3,0.468,0,0.1,0.333,3.8,8.2,0.469,1.7,3,0.57,2.3,5.4,7.7,1.3,1.3,1.6,1.5,4.9,9.5
2005-06,29,DEN,NBA,C,72,54,1579,3.4,6.5,0.532,0,0.1,0.2,3.4,6.4,0.538,1.1,1.7,0.662,2.3,5.5,7.7,1.1,1.2,1,1.5,4.8,8
2006-07,30,SAS,NBA,C,70,41,1332,3.9,7.6,0.511,0,0.1,0,3.9,7.6,0.514,1.7,2.2,0.775,2.2,6.9,9.1,1.5,0.8,1.6,2.3,5,9.5
2007-08,31,TOT,NBA,C,63,5,813,4.1,10.5,0.39,0,0,0,4.1,10.4,0.391,1.2,1.6,0.703,2.2,6.6,8.9,1.1,0.7,0.9,2.1,4.3,9.3
2007-08,31,SAS,NBA,C,41,3,534,4.2,10,0.419,0,0,NA,4.2,10,0.419,1.3,1.6,0.833,2.2,6.9,9.1,1.1,0.6,0.9,2,4.2,9.7
2007-08,31,SEA,NBA,C,22,2,279,3.9,11.4,0.341,0,0.1,0,3.9,11.2,0.345,0.8,1.7,0.462,2.2,6.2,8.4,1,0.8,0.8,2.2,4.4,8.5
2008-09,32,MIL,NBA,C,59,23,977,3.1,6.2,0.491,0,0.1,0.25,3,6.1,0.497,1.2,1.4,0.846,3.7,4.8,8.4,1.2,1.3,1.3,1.8,5.3,7.4
2009-10,33,TOT,NBA,C,12,0,66,2.7,8.2,0.333,0,0,NA,2.7,8.2,0.333,1.1,2.7,0.4,3.3,4.4,7.6,1.1,0.5,0,0.5,3.8,6.5
2009-10,33,MIL,NBA,C,11,0,62,2.3,7.5,0.308,0,0,NA,2.3,7.5,0.308,1.2,1.2,1,2.9,4.6,7.5,1.2,0.6,0,0.6,4.1,5.8
2009-10,33,PHI,NBA,C,1,0,4,9,18,0.5,0,0,NA,9,18,0.5,0,27,0,9,0,9,0,0,0,0,0,18
2010-11,34,UTA,NBA,C,62,1,610,3.2,6.7,0.478,0,0,NA,3.2,6.7,0.478,1.5,1.8,0.839,2.1,4.7,6.8,1.9,1.2,0.8,1.9,5,7.9
2011-12,35,PHI,NBA,C,5,0,16,2.3,6.8,0.333,0,0,NA,2.3,6.8,0.333,0,0,NA,0,2.3,2.3,2.3,2.3,2.3,2.3,0,4.5
Career,NA,,NBA,,472,149,7207,3.6,7.6,0.478,0,0.1,0.188,3.6,7.5,0.481,1.4,1.9,0.7,2.5,5.7,8.2,1.3,1.1,1.3,1.8,5,8.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DEN,NBA,,201,79,3393,3.7,7.4,0.495,0,0.1,0.222,3.6,7.3,0.499,1.3,2.1,0.626,2.4,5.5,7.9,1.2,1.3,1.3,1.5,5.1,8.7
2 seasons,NA,SAS,NBA,,111,44,1866,4,8.3,0.479,0,0,0,4,8.3,0.481,1.6,2,0.788,2.2,6.9,9.1,1.4,0.8,1.4,2.2,4.7,9.5
2 seasons,NA,MIL,NBA,,70,23,1039,3,6.3,0.478,0,0.1,0.25,3,6.2,0.483,1.2,1.4,0.854,3.6,4.7,8.4,1.2,1.3,1.2,1.7,5.2,7.3
1 season,NA,UTA,NBA,,62,1,610,3.2,6.7,0.478,0,0,NA,3.2,6.7,0.478,1.5,1.8,0.839,2.1,4.7,6.8,1.9,1.2,0.8,1.9,5,7.9
1 season,NA,SEA,NBA,,22,2,279,3.9,11.4,0.341,0,0.1,0,3.9,11.2,0.345,0.8,1.7,0.462,2.2,6.2,8.4,1,0.8,0.8,2.2,4.4,8.5
2 seasons,NA,PHI,NBA,,6,0,20,3.6,9,0.4,0,0,NA,3.6,9,0.4,0,5.4,0,1.8,1.8,3.6,1.8,1.8,1.8,1.8,0,7.2
