Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,21,PHO,NBA,PG,48,3,702,56,151,0.371,23,73,0.315,33,78,0.423,0.447,8,14,0.571,4,38,42,143,22,4,57,48,143
2013-14,22,LAL,NBA,PG,54,45,1564,170,419,0.406,71,178,0.399,99,241,0.411,0.49,19,36,0.528,15,140,155,477,48,4,150,76,430
2014-15,23,MIL,NBA,PG,28,3,417,46,101,0.455,18,46,0.391,28,55,0.509,0.545,8,9,0.889,2,26,28,86,21,0,35,26,118
2015-16,24,PHI,NBA,PG,30,6,400,43,118,0.364,16,49,0.327,27,69,0.391,0.432,9,13,0.692,2,26,28,73,16,2,43,30,111
Career,NA,,NBA,,160,57,3083,315,789,0.399,128,346,0.37,187,443,0.422,0.48,44,72,0.611,23,230,253,779,107,10,285,180,802
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,54,45,1564,170,419,0.406,71,178,0.399,99,241,0.411,0.49,19,36,0.528,15,140,155,477,48,4,150,76,430
1 season,NA,PHO,NBA,,48,3,702,56,151,0.371,23,73,0.315,33,78,0.423,0.447,8,14,0.571,4,38,42,143,22,4,57,48,143
1 season,NA,PHI,NBA,,30,6,400,43,118,0.364,16,49,0.327,27,69,0.391,0.432,9,13,0.692,2,26,28,73,16,2,43,30,111
1 season,NA,MIL,NBA,,28,3,417,46,101,0.455,18,46,0.391,28,55,0.509,0.545,8,9,0.889,2,26,28,86,21,0,35,26,118
