Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,25,SAC,NBA,PF,73,7,13.4,1.8,3.7,0.487,0,0,NA,1.8,3.7,0.487,0.487,1,1.2,0.807,1.2,1.8,3.1,0.7,0.6,0.2,0.6,1.7,4.6
2004-05,26,SAC,NBA,PF,81,21,20.6,3.2,6,0.527,0,0,0,3.2,6,0.53,0.527,1.2,1.4,0.847,1.5,2.7,4.2,1.4,0.6,0.2,0.9,2.5,7.5
2005-06,27,CHI,NBA,PF,62,7,21.4,3.8,7.9,0.481,0,0.1,0.4,3.8,7.8,0.481,0.483,1.5,1.9,0.817,1.2,2.7,4,1.4,0.6,0.3,1.4,2.5,9.2
2006-07,28,WAS,NBA,PF,37,1,18.9,3.2,6.1,0.524,0,0.1,0,3.2,6,0.529,0.524,1.2,1.5,0.852,1.2,2.4,3.6,1,0.5,0.3,1.2,2.8,7.6
2007-08,29,WAS,NBA,C,80,13,19.4,2.7,5.8,0.458,0,0,0,2.7,5.8,0.46,0.458,0.8,0.9,0.918,1,2.4,3.4,1.7,0.7,0.2,1.1,2.3,6.2
2008-09,30,WAS,NBA,C,77,29,19.8,3.2,5.9,0.532,0,0,0,3.2,5.9,0.533,0.532,1,1.2,0.889,1,2,2.9,1.2,0.8,0.3,1,2.6,7.4
2009-10,31,NOH,NBA,C,75,1,18.8,3.2,6.5,0.494,0,0.1,0.167,3.2,6.4,0.498,0.495,0.8,1,0.811,0.8,2.3,3.1,0.9,0.8,0.2,1.1,2.7,7.2
2010-11,32,PHI,NBA,C,10,0,7.1,0.7,1.5,0.467,0,0,NA,0.7,1.5,0.467,0.467,0.2,0.4,0.5,0.2,0.8,1,0.2,0,0,0.4,1.6,1.6
Career,NA,,NBA,,495,79,18.6,2.9,5.9,0.499,0,0,0.158,2.9,5.8,0.501,0.499,1,1.2,0.844,1.1,2.3,3.4,1.2,0.7,0.2,1,2.4,6.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,194,43,19.5,3,5.9,0.5,0,0,0,3,5.9,0.503,0.5,1,1.1,0.889,1,2.2,3.3,1.4,0.7,0.2,1,2.5,6.9
2 seasons,NA,SAC,NBA,,154,28,17.2,2.5,4.9,0.512,0,0,0,2.5,4.9,0.515,0.512,1.1,1.3,0.829,1.4,2.3,3.7,1.1,0.6,0.2,0.7,2.2,6.1
1 season,NA,NOH,NBA,,75,1,18.8,3.2,6.5,0.494,0,0.1,0.167,3.2,6.4,0.498,0.495,0.8,1,0.811,0.8,2.3,3.1,0.9,0.8,0.2,1.1,2.7,7.2
1 season,NA,CHI,NBA,,62,7,21.4,3.8,7.9,0.481,0,0.1,0.4,3.8,7.8,0.481,0.483,1.5,1.9,0.817,1.2,2.7,4,1.4,0.6,0.3,1.4,2.5,9.2
1 season,NA,PHI,NBA,,10,0,7.1,0.7,1.5,0.467,0,0,NA,0.7,1.5,0.467,0.467,0.2,0.4,0.5,0.2,0.8,1,0.2,0,0,0.4,1.6,1.6
