Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2011-12,21,NYK,NBA,PG,1,19,-5.9,0,0.5,0,0,6.7,3.2,0,2.9,0,33.3,7.5,NA,-0.1,0,-0.1,-0.189,NA,-9.8,-0.3,-10.2,0
2012-13,22,NYK,NBA,SG,12,337,14.2,0.528,0.42,0.14,5.9,20.6,12.7,8.4,2.1,0.9,11.7,17.2,NA,0.3,0.7,1,0.143,NA,0.6,1.7,2.3,0.4
2014-15,24,CLE,NBA,SG,20,695,10.6,0.498,0.567,0.244,3.7,11.7,7.8,5.3,1.9,1.9,6.7,12.7,NA,0.6,0.9,1.5,0.104,NA,-0.5,1.6,1,0.5
2015-16,25,CLE,NBA,SG,21,367,7.1,0.54,0.567,0.183,3.3,11.7,7.6,6.3,1.4,0.8,16.7,9.8,NA,0.2,0.3,0.5,0.062,NA,-2.7,0.9,-1.9,0
2016-17,26,CLE,NBA,SG,17,275,9.9,0.548,0.433,0.283,2.7,16.5,10,7.6,1.8,0.9,8.2,11.9,NA,0.3,0.3,0.6,0.098,NA,-2.2,1.3,-0.9,0.1
2018-19,28,HOU,NBA,SG,8,109,5,0.522,0.846,0.154,1.1,11,6.2,2.7,0.5,0,9.8,12.4,NA,0,0.1,0.1,0.025,NA,-2.5,-0.7,-3.2,0
Career,NA,,NBA,,79,1802,9.9,0.518,0.529,0.209,3.7,14,8.8,6.2,1.8,1.2,10,12.8,NA,1.4,2.2,3.5,0.094,NA,-1.2,1.2,0,0.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CLE,NBA,,58,1337,9.5,0.518,0.539,0.239,3.4,12.7,8.2,6.1,1.8,1.4,9.3,11.7,NA,1.1,1.4,2.5,0.091,NA,-1.5,1.3,-0.2,0.6
2 seasons,NA,NYK,NBA,,13,356,13.1,0.518,0.422,0.137,5.6,19.9,12.2,8,2.2,0.8,12.2,16.7,NA,0.3,0.7,0.9,0.125,NA,0,1.6,1.6,0.3
1 season,NA,HOU,NBA,,8,109,5,0.522,0.846,0.154,1.1,11,6.2,2.7,0.5,0,9.8,12.4,NA,0,0.1,0.1,0.025,NA,-2.5,-0.7,-3.2,0
