,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,MIN,NBA,C,73,1233,.461,6.6,.997,.295,.464,.169,.069,.003,.462,.638,.405,.352,.364,.000,.653,.034,11,,.000,,0,0
2001-02,25,MIN,NBA,C,82,2218,.493,7.2,.998,.330,.367,.158,.143,.002,.494,.687,.436,.317,.394,.000,.651,.044,28,,.000,,1,0
2002-03,26,MIN,NBA,C,77,2337,.525,7.2,.997,.364,.318,.144,.172,.003,.526,.635,.537,.336,.435,.000,.783,.076,54,,.000,,0,0
2003-04,27,SAS,NBA,C,82,2353,.469,8.0,1.000,.330,.291,.219,.160,.000,.469,.606,.397,.405,.402,,.671,.059,39,,,,0,0
2004-05,28,SAS,NBA,C,70,1785,.460,7.9,1.000,.291,.351,.191,.167,.000,.460,.680,.457,.280,.292,,.707,.037,15,,,,0,0
2005-06,29,SAS,NBA,C,80,1515,.515,7.8,.994,.317,.371,.120,.186,.006,.518,.736,.468,.275,.403,.000,.756,.045,15,,.000,,1,0
2006-07,30,TOR,NBA,C,80,1676,.546,7.7,.998,.337,.337,.152,.171,.002,.548,.711,.486,.406,.472,.000,.783,.048,16,,.000,,1,0
2007-08,31,TOR,NBA,C,71,1486,.550,7.5,.994,.398,.272,.086,.238,.006,.552,.710,.528,.375,.378,.333,.770,.054,21,1.000,.333,.000,0,0
2008-09,32,IND,NBA,C,70,1214,.513,9.7,.998,.348,.206,.062,.382,.002,.514,.724,.389,.259,.431,.000,.808,.032,13,,.000,,1,0
2009-10,33,TOR,NBA,C,42,413,.544,10.1,1.000,.329,.174,.107,.389,.000,.544,.714,.615,.375,.414,,.716,.007,1,,,,0,0
Career,,,NBA,,727,16230,.505,7.8,.998,.338,.320,.148,.193,.002,.506,.675,.462,.346,.405,.091,.731,.049,213,1.000,.091,.000,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,232,5788,.501,7.1,.998,.338,.363,.154,.142,.002,.502,.655,.468,.332,.413,.000,.712,.056,93,,.000,,1,0
3 seasons,,SAS,NBA,,232,5653,.477,7.9,.999,.316,.327,.188,.168,.001,.477,.656,.434,.349,.370,.000,.702,.049,69,,.000,,1,0
3 seasons,,TOR,NBA,,193,3575,.548,8.0,.996,.364,.284,.116,.232,.004,.549,.711,.515,.392,.415,.250,.767,.044,38,1.000,.250,.000,1,0
1 season,,IND,NBA,,70,1214,.513,9.7,.998,.348,.206,.062,.382,.002,.514,.724,.389,.259,.431,.000,.808,.032,13,,.000,,1,0
