Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2001-02,23,UTA,NBA,C,70,68,1440,5.8,12.7,0.461,0,0,0,5.8,12.6,0.462,4.9,6.7,0.74,5.1,5.8,10.9,2.1,1.1,0.8,2.1,8.6,16.6,NA,113,107
2002-03,24,UTA,NBA,C,22,7,421,4.9,11,0.442,0,0.1,0,4.9,10.9,0.447,5.6,7.9,0.71,4.1,3.6,7.7,1.8,0.6,0.8,2.4,8.9,15.3,NA,108,108
2003-04,25,UTA,NBA,C,81,31,1732,4.7,9.4,0.498,0,0,0,4.7,9.4,0.5,6,8.4,0.718,3.7,6.4,10.1,2.5,0.8,0.6,2.5,8.2,15.4,NA,115,106
2004-05,26,UTA,NBA,C,50,38,961,3.7,8.9,0.414,0,0.1,0,3.7,8.8,0.417,4.7,6.7,0.697,3.2,6,9.3,3.4,0.6,0.3,1.9,8.3,12,NA,109,112
2005-06,27,UTA,NBA,C,79,41,1730,4.1,8.8,0.461,0,0,NA,4.1,8.8,0.461,5,6.9,0.717,4.2,6.3,10.5,3.1,1.1,0.9,1.9,8,13.1,NA,117,108
2006-07,28,UTA,NBA,C,82,9,913,4.3,9.8,0.441,0,0,NA,4.3,9.8,0.441,3.1,4.8,0.651,4.1,5.7,9.8,3.4,0.7,0.5,2.1,8.4,11.7,NA,107,110
2007-08,29,UTA,NBA,C,70,9,702,2.6,6,0.439,0,0.1,0,2.6,5.9,0.444,3.4,5.4,0.622,2.9,5.6,8.5,2.7,0.7,0.4,1.6,7.8,8.7,NA,111,110
2008-09,30,UTA,NBA,C,26,3,201,4.1,9,0.457,0,0,NA,4.1,9,0.457,2.1,2.8,0.727,5.1,4.4,9.5,1.8,0.5,0.3,2.3,9,10.3,NA,105,112
2009-10,31,PHO,NBA,C,34,10,261,2.3,6,0.387,0,0,NA,2.3,6,0.387,1.9,4.8,0.4,4.2,7.7,12,1.2,0.4,0.6,1.9,8.1,6.6,NA,93,112
2010-11,32,TOT,NBA,C,28,0,181,1.7,6,0.286,0,0,NA,1.7,6,0.286,2,2.9,0.7,4,2.9,6.9,0.6,1.2,0.3,2,8.3,5.5,NA,85,113
2010-11,32,LAC,NBA,C,23,0,157,1.6,4.9,0.333,0,0,NA,1.6,4.9,0.333,2.3,3.3,0.7,2.3,3.3,5.6,0.3,1.3,0.3,1.6,7.9,5.6,NA,89,112
2010-11,32,POR,NBA,C,5,0,24,2.3,13.6,0.167,0,0,NA,2.3,13.6,0.167,0,0,NA,15.9,0,15.9,2.3,0,0,4.5,11.4,4.5,NA,77,116
Career,NA,,NBA,,542,216,8542,4.3,9.4,0.455,0,0,0,4.3,9.4,0.456,4.6,6.6,0.699,4.1,5.9,9.9,2.6,0.9,0.6,2.1,8.3,13.2,NA,112,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,UTA,NBA,,480,206,8100,4.4,9.6,0.459,0,0,0,4.4,9.6,0.46,4.7,6.7,0.706,4,5.9,9.9,2.7,0.9,0.6,2.1,8.3,13.6,NA,113,108
1 season,NA,PHO,NBA,,34,10,261,2.3,6,0.387,0,0,NA,2.3,6,0.387,1.9,4.8,0.4,4.2,7.7,12,1.2,0.4,0.6,1.9,8.1,6.6,NA,93,112
1 season,NA,LAC,NBA,,23,0,157,1.6,4.9,0.333,0,0,NA,1.6,4.9,0.333,2.3,3.3,0.7,2.3,3.3,5.6,0.3,1.3,0.3,1.6,7.9,5.6,NA,89,112
1 season,NA,POR,NBA,,5,0,24,2.3,13.6,0.167,0,0,NA,2.3,13.6,0.167,0,0,NA,15.9,0,15.9,2.3,0,0,4.5,11.4,4.5,NA,77,116
