Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,22,SYR,NBA,SF,66,NA,21.6,3.2,8.7,0.368,1.8,2.7,0.68,4.9,2.2,1.8,8.2
1956-57,23,SYR,NBA,SG,71,NA,31.7,4.7,12.6,0.374,4,5.2,0.769,6.1,2.9,2.4,13.4
1957-58,24,SYR,NBA,SF,60,NA,31.2,5.7,14.6,0.391,3.6,4.5,0.796,7.3,2.2,2.8,15
1958-59,25,TOT,NBA,SG,72,NA,27.2,4.6,12.4,0.369,2.7,3.8,0.719,5.5,1.8,2.6,11.9
1958-59,25,SYR,NBA,,57,NA,28.1,4.6,12.6,0.365,2.7,3.7,0.739,5.3,2,2.7,11.9
1958-59,25,DET,NBA,SG,15,NA,23.6,4.5,11.7,0.389,2.7,4.2,0.651,6.1,1.1,2.1,11.8
1959-60,26,DET,NBA,SG,70,NA,23.4,4.3,11.9,0.361,2.6,3.4,0.761,4.9,1.8,2.3,11.2
1960-61,27,PHW,NBA,SF,77,NA,16.8,2.8,7.8,0.361,1.4,1.8,0.748,3.4,1.6,2,7
1961-62,28,PHW,NBA,SG,70,NA,13.8,1.8,5.3,0.345,0.9,1.3,0.742,2.2,1.2,1.7,4.6
Career,NA,,NBA,,486,NA,23.4,3.8,10.4,0.37,2.4,3.2,0.75,4.8,2,2.2,10.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,254,NA,28.1,4.5,12.1,0.375,3.1,4,0.755,5.9,2.4,2.4,12.1
2 seasons,NA,PHW,NBA,,147,NA,15.4,2.3,6.6,0.355,1.2,1.6,0.746,2.8,1.4,1.8,5.8
2 seasons,NA,DET,NBA,,85,NA,23.4,4.3,11.8,0.366,2.6,3.5,0.738,5.1,1.7,2.2,11.3
