Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1955-56,25,NYK,NBA,C,60,NA,21.5,2.5,6.2,0.403,2.8,3.9,0.708,7.4,0.7,3.5,7.8
1956-57,26,MNL,NBA,C,71,NA,26.3,3.2,8.8,0.364,3.7,5.4,0.689,11.2,0.8,3.8,10.1
1957-58,27,DET,NBA,C,72,NA,30.3,3.9,11.1,0.349,3.4,5.1,0.675,13.3,0.7,4.3,11.2
1958-59,28,DET,NBA,C,72,NA,32.5,4.4,12.6,0.352,4.1,6.3,0.657,13.3,0.9,4.6,13
1959-60,29,DET,NBA,C,66,NA,32.4,4.8,13.2,0.361,5.7,7.7,0.74,13.4,1.2,4.7,15.2
1960-61,30,DET,NBA,C,73,NA,28,3.9,9.7,0.405,3.8,5.5,0.703,14.1,1.9,4.3,11.7
1961-62,31,DET,NBA,C,77,NA,24.6,3.3,8.4,0.396,2.7,3.8,0.715,10.4,1.6,4.2,9.4
1962-63,32,DET,NBA,C,62,NA,14.7,1.3,4.1,0.325,1.6,2.2,0.737,5.8,0.9,3,4.3
Career,NA,,NBA,,553,NA,26.5,3.5,9.4,0.369,3.5,5,0.7,11.3,1.1,4.1,10.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,DET,NBA,,422,NA,27.3,3.6,9.9,0.367,3.6,5.1,0.701,11.8,1.2,4.2,10.9
1 season,NA,MNL,NBA,,71,NA,26.3,3.2,8.8,0.364,3.7,5.4,0.689,11.2,0.8,3.8,10.1
1 season,NA,NYK,NBA,,60,NA,21.5,2.5,6.2,0.403,2.8,3.9,0.708,7.4,0.7,3.5,7.8
