,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,VAN,NBA,SF,81,3241,.472,10.1,.950,.280,.273,.128,.270,.050,.487,.693,.372,.415,.423,.188,.672,.073,84,.917,.406,.154,2,0
2001-02,25,ATL,NBA,PF,77,2980,.461,8.6,.946,.347,.271,.133,.196,.054,.470,.578,.442,.384,.378,.300,.501,.085,99,1.000,.329,.304,1,0
2002-03,26,ATL,NBA,PF,81,3087,.478,9.0,.949,.317,.272,.139,.221,.051,.485,.632,.429,.424,.383,.350,.538,.079,93,1.000,.217,.538,1,0
2003-04,27,TOT,NBA,PF,85,2684,.475,7.8,.968,.357,.319,.116,.176,.032,.482,.585,.426,.426,.414,.265,.539,.069,71,.889,.206,.429,0,0
2003-04,27,ATL,NBA,PF,53,1956,.485,7.9,.971,.351,.309,.132,.180,.029,.493,.581,.447,.452,.430,.217,.540,.068,52,.800,.174,.000,0,0
2003-04,27,POR,NBA,PF,32,728,.447,7.4,.958,.375,.348,.068,.167,.042,.451,.596,.370,.278,.364,.364,.535,.072,19,1.000,.273,1.000,0,0
2004-05,28,POR,NBA,PF,54,1867,.503,8.1,.942,.397,.251,.101,.193,.058,.510,.632,.405,.412,.450,.385,.621,.100,63,1.000,.308,.583,0,0
2005-06,29,SAC,NBA,PF,72,1961,.525,7.9,.965,.392,.290,.071,.212,.035,.536,.657,.464,.400,.455,.227,.535,.111,65,1.000,.182,.250,0,0
2006-07,30,SAC,NBA,C,80,2015,.474,7.8,.969,.381,.304,.061,.223,.031,.484,.562,.472,.375,.397,.150,.541,.099,59,1.000,.400,.375,0,0
2007-08,31,SAC,NBA,PF,6,51,.214,8.8,1.000,.429,.214,.000,.357,.000,.214,.167,.333,,.200,,.333,.000,0,,,,0,0
Career,,,NBA,,536,17886,.479,8.6,.954,.343,.282,.114,.215,.046,.489,.617,.426,.409,.409,.278,.565,.084,534,.977,.301,.344,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,211,8023,.473,8.6,.953,.337,.280,.135,.201,.047,.481,.597,.438,.415,.391,.307,.524,.079,244,.979,.261,.350,2,0
3 seasons,,SAC,NBA,,158,4027,.496,7.8,.968,.387,.296,.065,.219,.032,.506,.604,.468,.388,.421,.190,.537,.104,124,1.000,.286,.333,0,0
2 seasons,,POR,NBA,,86,2595,.487,7.9,.946,.391,.278,.092,.185,.054,.493,.622,.392,.384,.428,.380,.599,.092,82,1.000,.300,.667,0,0
1 season,,VAN,NBA,,81,3241,.472,10.1,.950,.280,.273,.128,.270,.050,.487,.693,.372,.415,.423,.188,.672,.073,84,.917,.406,.154,2,0
