Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,22,CHH,NBA,C,74,0,14.8,1.6,3.7,0.45,0,0,0,1.6,3.6,0.454,0.45,1.3,2,0.655,1.4,2.6,4,0.4,0.2,1.1,0.8,1.9,4.6
2001-02,23,CHH,NBA,C,82,8,18.9,2.8,5,0.551,0,0,0,2.8,5,0.552,0.551,3,4.1,0.73,1.9,3.8,5.6,0.4,0.3,1,1.4,2.5,8.5
2002-03,24,NOH,NBA,C,82,82,29.8,3.7,7.7,0.48,0,0,0,3.7,7.7,0.483,0.48,2.8,3.9,0.717,3.2,5.7,8.8,1.1,0.6,1.4,1.9,3.4,10.3
2003-04,25,NOH,NBA,C,82,82,33.9,4.7,9.9,0.473,0,0,0,4.7,9.9,0.474,0.473,4.3,5.7,0.751,3.3,7.1,10.3,1,0.5,1.2,2.5,3.4,13.6
2004-05,26,NOH,NBA,C,23,22,30.6,4.3,9.9,0.432,0,0,NA,4.3,9.9,0.432,0.432,3.2,5.3,0.602,3.4,5.5,8.9,1.3,0.3,1,2.6,3.2,11.7
2005-06,27,MIL,NBA,C,82,82,30.1,3.5,7.5,0.467,0,0,NA,3.5,7.5,0.467,0.467,2.2,4.1,0.535,2.7,6.8,9.5,0.7,0.4,1,2,3.4,9.2
2006-07,28,POR,NBA,C,81,23,21,2.5,4.9,0.504,0,0,NA,2.5,4.9,0.504,0.504,1.6,3,0.541,1.9,4.2,6.1,0.4,0.3,0.8,1.6,2.8,6.5
2007-08,29,TOT,NBA,C,31,2,9.2,0.6,1.8,0.327,0,0,NA,0.6,1.8,0.327,0.327,0.6,1.4,0.455,0.6,2.3,2.9,0.2,0,0.3,1,1.6,1.8
2007-08,29,NJN,NBA,C,24,2,10.8,0.6,2,0.306,0,0,NA,0.6,2,0.306,0.306,0.6,1.3,0.452,0.8,2.6,3.4,0.3,0,0.4,1,1.8,1.8
2007-08,29,DAL,NBA,C,7,0,3.9,0.4,0.9,0.5,0,0,NA,0.4,0.9,0.5,0.5,0.9,1.9,0.462,0.1,1,1.1,0,0.1,0,1,1.1,1.7
2008-09,30,MIA,NBA,C,55,12,12.9,1.2,2.4,0.496,0,0,NA,1.2,2.4,0.496,0.496,0.5,1.1,0.483,1.5,2.5,4,0.4,0.2,0.5,0.6,2.2,2.9
2009-10,31,MIA,NBA,C,36,0,10,0.8,1.6,0.5,0,0,NA,0.8,1.6,0.5,0.5,0.6,1.6,0.356,1.1,2.2,3.4,0,0.3,0.3,0.5,1.6,2.1
2010-11,32,MIA,NBA,C,18,0,8.8,0.7,1.2,0.591,0,0,NA,0.7,1.2,0.591,0.591,0.5,1,0.5,0.9,2.4,3.4,0.2,0.2,0.1,0.3,1.4,1.9
2011-12,33,TOR,NBA,C,34,1,11,0.5,1.3,0.378,0,0,NA,0.5,1.3,0.378,0.378,0.2,0.8,0.259,0.7,2.6,3.3,0.2,0.1,0.3,0.6,1.9,1.2
Career,NA,,NBA,,680,314,21.5,2.6,5.4,0.48,0,0,0,2.6,5.4,0.481,0.48,2,3.2,0.639,2.1,4.4,6.5,0.6,0.3,0.9,1.5,2.6,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NOH,NBA,,187,186,31.7,4.2,8.9,0.47,0,0,0,4.2,8.9,0.472,0.47,3.5,4.9,0.719,3.2,6.3,9.5,1.1,0.5,1.3,2.2,3.4,11.9
2 seasons,NA,CHH,NBA,,156,8,16.9,2.2,4.4,0.511,0,0,0,2.2,4.4,0.513,0.511,2.2,3.1,0.707,1.6,3.2,4.8,0.4,0.3,1.1,1.1,2.2,6.7
3 seasons,NA,MIA,NBA,,109,12,11.2,1,1.9,0.507,0,0,NA,1,1.9,0.507,0.507,0.5,1.3,0.431,1.3,2.4,3.7,0.2,0.2,0.3,0.5,1.9,2.5
1 season,NA,MIL,NBA,,82,82,30.1,3.5,7.5,0.467,0,0,NA,3.5,7.5,0.467,0.467,2.2,4.1,0.535,2.7,6.8,9.5,0.7,0.4,1,2,3.4,9.2
1 season,NA,POR,NBA,,81,23,21,2.5,4.9,0.504,0,0,NA,2.5,4.9,0.504,0.504,1.6,3,0.541,1.9,4.2,6.1,0.4,0.3,0.8,1.6,2.8,6.5
1 season,NA,TOR,NBA,,34,1,11,0.5,1.3,0.378,0,0,NA,0.5,1.3,0.378,0.378,0.2,0.8,0.259,0.7,2.6,3.3,0.2,0.1,0.3,0.6,1.9,1.2
1 season,NA,NJN,NBA,,24,2,10.8,0.6,2,0.306,0,0,NA,0.6,2,0.306,0.306,0.6,1.3,0.452,0.8,2.6,3.4,0.3,0,0.4,1,1.8,1.8
1 season,NA,DAL,NBA,,7,0,3.9,0.4,0.9,0.5,0,0,NA,0.4,0.9,0.5,0.5,0.9,1.9,0.462,0.1,1,1.1,0,0.1,0,1,1.1,1.7
