Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,22,MIL,NBA,PG,1,0,10,3.6,3.6,1,0,0,NA,3.6,3.6,1,0,0,NA,0,0,0,3.6,0,0,7.2,0,7.2
2001-02,23,SAS,NBA,PG,10,0,92,3.9,7.4,0.526,0,0.8,0,3.9,6.7,0.588,2.3,2.3,1,1.6,3.5,5.1,4.7,2.7,0.4,3.1,6.3,10.2
2003-04,25,SAS,NBA,PG,53,5,660,3.9,8.7,0.447,0.1,0.5,0.222,3.8,8.2,0.46,1.8,2.3,0.767,0.5,3.8,4.3,4.4,1.5,0.3,1.6,3.2,9.7
2004-05,26,CHA,NBA,PG,74,27,1887,4.9,10.9,0.449,0.7,1.8,0.368,4.2,9.1,0.464,3,3.8,0.785,0.3,3.5,3.9,7,1.9,0.3,1.9,3.2,13.5
2005-06,27,SAC,NBA,PG,66,0,818,3.8,9.7,0.389,0.4,1.4,0.29,3.4,8.4,0.405,1.6,2.5,0.661,0.5,2.6,3.1,3.1,1.4,0.2,1.9,3.7,9.6
2006-07,28,TOT,NBA,PG,36,22,846,4.3,9.5,0.446,0.3,1.2,0.241,4,8.3,0.477,1.8,2,0.894,0.6,3.6,4.2,4.4,1.9,0,1.6,3.5,10.6
2006-07,28,SAC,NBA,PG,13,0,100,5.4,10.8,0.5,1.1,2.2,0.5,4.3,8.6,0.5,3.6,4,0.909,0.7,4.7,5.4,3.6,1.1,0,1.4,8.3,15.5
2006-07,28,LAC,NBA,PG,23,22,746,4.1,9.4,0.438,0.2,1.1,0.174,3.9,8.3,0.474,1.5,1.7,0.889,0.6,3.4,4,4.5,2,0,1.6,2.9,9.9
2007-08,29,UTA,NBA,PG,57,0,606,3.4,10.7,0.322,0.7,1.8,0.355,2.8,8.9,0.315,2.3,2.7,0.844,0.3,3,3.3,5.1,1.8,0.2,1.7,4.5,9.8
2008-09,30,TOT,NBA,PG,39,2,348,3.1,9.7,0.319,0,0.6,0,3.1,9.1,0.341,1.9,2.4,0.783,1.3,3.4,4.8,5,1.2,0.4,2.3,4,8.1
2008-09,30,LAC,NBA,PG,28,2,312,2.9,9.7,0.298,0,0.5,0,2.9,9.2,0.313,1.7,2.2,0.789,1.4,3.5,4.8,5,1.4,0.5,2.2,4,7.5
2008-09,30,DEN,NBA,PG,11,0,36,5,10,0.5,0,2,0,5,8,0.625,3,4,0.75,1,3,4,5,0,0,3,4,13
2009-10,31,TOT,NBA,PG,5,0,22,1.6,3.3,0.5,0,0,NA,1.6,3.3,0.5,0,0,NA,0,3.3,3.3,9.8,3.3,1.6,4.9,6.5,3.3
2009-10,31,MIN,NBA,PG,1,0,5,0,7.2,0,0,0,NA,0,7.2,0,0,0,NA,0,0,0,7.2,7.2,0,0,0,0
2009-10,31,NOH,NBA,PG,4,0,17,2.1,2.1,1,0,0,NA,2.1,2.1,1,0,0,NA,0,4.2,4.2,10.6,2.1,2.1,6.4,8.5,4.2
Career,NA,,NBA,,341,56,5289,4.2,10,0.417,0.4,1.4,0.315,3.7,8.6,0.433,2.3,2.9,0.788,0.5,3.3,3.9,5.3,1.7,0.2,1.9,3.6,11
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SAC,NBA,,79,0,918,4,9.8,0.402,0.5,1.5,0.324,3.5,8.4,0.416,1.8,2.6,0.701,0.5,2.8,3.4,3.1,1.3,0.2,1.8,4.2,10.2
1 season,NA,CHA,NBA,,74,27,1887,4.9,10.9,0.449,0.7,1.8,0.368,4.2,9.1,0.464,3,3.8,0.785,0.3,3.5,3.9,7,1.9,0.3,1.9,3.2,13.5
2 seasons,NA,SAS,NBA,,63,5,752,3.9,8.5,0.455,0.1,0.5,0.182,3.8,8,0.473,1.9,2.3,0.796,0.7,3.7,4.4,4.5,1.7,0.3,1.8,3.6,9.7
1 season,NA,UTA,NBA,,57,0,606,3.4,10.7,0.322,0.7,1.8,0.355,2.8,8.9,0.315,2.3,2.7,0.844,0.3,3,3.3,5.1,1.8,0.2,1.7,4.5,9.8
2 seasons,NA,LAC,NBA,,51,24,1058,3.7,9.5,0.396,0.1,0.9,0.148,3.6,8.5,0.422,1.6,1.9,0.855,0.8,3.4,4.3,4.6,1.8,0.2,1.8,3.2,9.2
1 season,NA,DEN,NBA,,11,0,36,5,10,0.5,0,2,0,5,8,0.625,3,4,0.75,1,3,4,5,0,0,3,4,13
1 season,NA,NOH,NBA,,4,0,17,2.1,2.1,1,0,0,NA,2.1,2.1,1,0,0,NA,0,4.2,4.2,10.6,2.1,2.1,6.4,8.5,4.2
1 season,NA,MIL,NBA,,1,0,10,3.6,3.6,1,0,0,NA,3.6,3.6,1,0,0,NA,0,0,0,3.6,0,0,7.2,0,7.2
1 season,NA,MIN,NBA,,1,0,5,0,7.2,0,0,0,NA,0,7.2,0,0,0,NA,0,0,0,7.2,7.2,0,0,0,0
