Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,22,PHO,NBA,PG,12,116,8.2,0.408,0.286,0.114,5,11,8.2,13.6,1.3,0,12,16,NA,0,0,0,-0.012,NA,-2,-1.6,-3.6,0
2005-06,23,PHO,NBA,SG,20,632,13.6,0.579,0.315,0.265,1,5,3,13.1,1.2,0.5,10.6,20.4,NA,0.8,0.1,0.9,0.069,NA,0.1,-0.5,-0.4,0.2
2006-07,24,PHO,NBA,SG,11,349,13,0.497,0.373,0.247,2.5,9.8,6.3,10.9,1.8,0.4,11.2,25.5,NA,0,0.3,0.3,0.038,NA,-0.7,-0.4,-1.1,0.1
2007-08,25,PHO,NBA,SG,5,143,9.5,0.434,0.327,0.2,1.6,14.9,8.2,10,1.1,0,6.3,20.6,NA,-0.1,0.1,0,0.012,NA,-1.6,-0.9,-2.5,0
2009-10,27,PHO,NBA,PG,16,250,10.5,0.506,0.34,0.233,1,9,5.1,12.9,1.1,0.6,11.7,23.6,NA,0,0.1,0.1,0.014,NA,-2.5,-1.4,-3.9,-0.1
2011-12,29,IND,NBA,SG,11,223,5.3,0.402,0.274,0.164,2.6,9.8,6.2,10.9,1.2,0.4,14.2,18.9,NA,-0.3,0.2,-0.1,-0.026,NA,-4.3,-0.6,-4.9,-0.2
2014-15,32,GSW,NBA,SG,21,229,13.3,0.532,0.261,0.25,3.9,8.9,6.4,12.8,1.3,0.3,10.9,21.5,NA,0.3,0.3,0.5,0.113,NA,-0.8,-0.1,-0.9,0.1
2015-16,33,GSW,NBA,SG,23,254,18.4,0.663,0.318,0.239,4.8,6.7,5.8,9.7,2.1,0.3,10.2,18.7,NA,0.7,0.2,0.9,0.172,NA,1.7,1.6,3.3,0.3
Career,NA,,NBA,,119,2196,12.3,0.526,0.32,0.233,2.4,8.3,5.4,11.9,1.4,0.4,10.9,21.1,NA,1.4,1.2,2.6,0.057,NA,-0.9,-0.4,-1.3,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,64,1490,12.1,0.519,0.335,0.239,1.7,8.2,5,12.3,1.3,0.4,10.6,21.8,NA,0.7,0.5,1.3,0.041,NA,-0.8,-0.8,-1.6,0.1
2 seasons,NA,GSW,NBA,,44,483,16,0.598,0.29,0.244,4.3,7.8,6.1,11.2,1.8,0.3,10.6,20,NA,1,0.5,1.5,0.144,NA,0.5,0.8,1.3,0.4
1 season,NA,IND,NBA,,11,223,5.3,0.402,0.274,0.164,2.6,9.8,6.2,10.9,1.2,0.4,14.2,18.9,NA,-0.3,0.2,-0.1,-0.026,NA,-4.3,-0.6,-4.9,-0.2
