,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,29,NJN,NBA,PF,82,2336,.457,5.4,.997,.502,.262,.131,.103,.003,.458,.577,.376,.294,.299,.000,.623,.129,70,,.000,,0,0
2001-02,30,NJN,NBA,PF,82,1546,.526,5.3,.995,.465,.330,.146,.055,.005,.529,.657,.400,.469,.375,.000,.727,.153,62,,.000,,1,0
2002-03,31,NJN,NBA,C,81,1597,.453,5.7,.998,.483,.273,.134,.107,.002,.454,.533,.408,.373,.319,.000,.623,.089,31,,.000,,0,0
2003-04,32,NJN,NBA,C,72,1337,.503,6.2,.991,.468,.254,.123,.146,.009,.504,.681,.299,.357,.420,.333,.778,.137,45,1.000,.000,,0,0
2004-05,33,TOT,NBA,C,42,315,.460,6.8,1.000,.429,.222,.222,.127,.000,.460,.593,.429,.357,.250,,.828,.143,8,,,,0,0
2004-05,33,NJN,NBA,C,19,150,.519,4.6,1.000,.593,.185,.148,.074,.000,.519,.688,.200,.250,.500,,.786,.222,5,,,,0,0
2004-05,33,TOR,NBA,C,23,165,.417,8.5,1.000,.306,.250,.278,.167,.000,.417,.455,.556,.400,.167,,.867,.083,3,,,,0,0
2005-06,34,TOT,NBA,C,48,791,.517,5.6,1.000,.523,.199,.136,.142,.000,.517,.674,.314,.250,.480,,.692,.170,30,,,,0,0
2005-06,34,TOR,NBA,C,14,99,.526,4.9,1.000,.474,.316,.211,.000,.000,.526,.778,.333,.250,,,.600,.105,2,,,,0,0
2005-06,34,NOK,NBA,C,34,692,.516,5.7,1.000,.529,.185,.127,.159,.000,.516,.663,.310,.250,.480,,.704,.178,28,,,,0,0
2006-07,35,LAC,NBA,PF,38,374,.547,7.4,.981,.434,.226,.170,.151,.019,.558,.739,.417,.444,.375,.000,.586,.057,3,,.000,,1,0
2007-08,36,LAC,NBA,C,30,297,.491,5.6,1.000,.436,.309,.164,.091,.000,.491,.458,.588,.556,.200,,.556,.073,3,,,,0,0
Career,,,NBA,,475,8593,.485,5.7,.996,.482,.271,.138,.106,.004,.486,.609,.382,.366,.355,.111,.679,.128,252,1.000,.000,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,NJN,NBA,,336,6966,.481,5.6,.996,.484,.278,.134,.100,.004,.483,.605,.376,.366,.347,.125,.681,.128,213,1.000,.000,,1,0
2 seasons,,LAC,NBA,,68,671,.519,6.5,.991,.435,.269,.167,.120,.009,.523,.596,.517,.500,.308,.000,.571,.065,6,,.000,,1,0
2 seasons,,TOR,NBA,,37,264,.455,7.3,1.000,.364,.273,.255,.109,.000,.455,.600,.467,.357,.167,,.760,.091,5,,,,0,0
1 season,,NOK,NBA,,34,692,.516,5.7,1.000,.529,.185,.127,.159,.000,.516,.663,.310,.250,.480,,.704,.178,28,,,,0,0
