,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,21,MIL,NBA,C,33,270,,,,,100%,-7.7,-12.7,3,2,26,4,5,0,4,1,11
2001-02,22,MIL,NBA,C,71,1128,,,,,100%,-2.7,-3.5,16,8,111,12,44,0,45,10,23
2002-03,23,MIL,NBA,C,32,546,,,,,100%,+0.9,+0.5,8,3,43,4,11,0,27,0,10
2003-04,24,TOT,NBA,C,17,347,,,,,100%,-10.4,-9.0,7,2,26,5,16,0,18,3,7
2003-04,24,MIL,NBA,C,5,33,,,,,100%,+7.4,+6.2,1,1,2,0,1,0,8,0,0
2003-04,24,ATL,NBA,C,12,314,,,,,100%,-12.3,-8.2,6,1,24,5,15,0,10,3,7
2004-05,25,POR,NBA,C,76,1858,,,,,100%,-5.4,-1.4,37,27,124,16,85,0,162,22,42
2005-06,26,POR,NBA,C,56,1395,,,,,100%,-9.5,+2.3,20,15,61,22,72,3,92,12,35
2006-07,27,POR,NBA,C,43,701,,,,,100%,-1.8,+3.8,4,8,55,17,12,15,26,4,16
2007-08,28,POR,NBA,C,77,1819,,,,,100%,-1.6,-0.4,12,23,116,27,64,47,64,16,35
2008-09,29,POR,NBA,C,82,1952,,,,,100%,+9.2,+5.7,15,16,102,22,72,31,61,17,25
2009-10,30,POR,NBA,C,30,681,,,,,100%,+3.4,-0.6,7,8,43,12,19,13,19,3,12
2010-11,31,TOT,NBA,C,36,519,,,,,100%,-6.6,-5.5,7,6,43,10,8,7,28,1,7
2010-11,31,POR,NBA,C,31,445,,,,,100%,-4.2,-6.4,7,4,35,7,7,6,28,1,4
2010-11,31,CHA,NBA,C,5,74,,,,,100%,-21.7,-17.5,0,2,8,3,1,1,0,0,3
2011-12,32,POR,NBA,C,27,449,,,,,100%,-4.7,-4.0,4,4,30,9,7,2,15,0,8
2012-13,33,MIL,NBA,C,12,68,,,,,100%,-36.3,-35.0,2,1,5,1,0,1,8,0,1
Career,,,NBA,,592,11733,,,,,100%,-2.0,-0.4,142,123,785,161,415,119,569,89,232
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,POR,NBA,,422,9300,,,,,100%,-1.2,+0.9,106,105,566,132,338,117,467,75,177
5 seasons,,MIL,NBA,,153,2045,,,,,100%,-3.3,-4.6,30,15,187,21,61,1,92,11,45
1 season,,ATL,NBA,,12,314,,,,,100%,-12.3,-8.2,6,1,24,5,15,0,10,3,7
1 season,,CHA,NBA,,5,74,,,,,100%,-21.7,-17.5,0,2,8,3,1,1,0,0,3
