Season,Team,Lg,Salary
2012-13,Toronto Raptors,NBA,"$2,563,320"
2013-14,Toronto Raptors,NBA,"$2,678,640"
2014-15,Toronto Raptors,NBA,"$2,793,960"
2015-16,Toronto Raptors,NBA,"$3,553,917"
2016-17,Orlando Magic,NBA,"$10,000,000"
2017-18,Orlando Magic,NBA,"$10,500,000"
2018-19,Orlando Magic,NBA,"$10,500,000"
Career,(may be incomplete),,"$42,589,837"
