Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1962-63,22,SYR,NBA,SF,78,NA,25.5,4.5,9.6,0.469,3.2,4.6,0.699,NA,NA,7.2,1.1,NA,NA,2.8,12.3
1963-64,23,PHI,NBA,SF,76,NA,36.5,6.5,14.7,0.44,4.3,6.1,0.711,NA,NA,10.3,1.6,NA,NA,3.1,17.3
1964-65,24,PHI,NBA,SF,79,NA,27.7,4.8,11.8,0.403,3.6,4.9,0.742,NA,NA,6.7,1.7,NA,NA,2.5,13.2
1965-66,25,PHI,NBA,SF,80,NA,32.5,5.5,12.3,0.451,4.2,5.9,0.716,NA,NA,8,2.5,NA,NA,3,15.3
1966-67,26,PHI,NBA,SF,81,NA,33.2,6.9,14.2,0.488,5.5,7.2,0.766,NA,NA,8.1,2.3,NA,NA,2.9,19.3
1967-68,27,PHI,NBA,SF,82,NA,32,6.6,14.3,0.46,4.7,6.5,0.726,NA,NA,7.4,1.9,NA,NA,3.1,17.9
1968-69,28,PHI,NBA,SF,82,NA,33.6,6.8,14,0.484,4.5,5.6,0.804,NA,NA,7.8,1.8,NA,NA,3,18
1969-70,29,CHI,NBA,SF,78,NA,34.9,7.6,16,0.477,6.2,7.3,0.85,NA,NA,7.7,2.5,NA,NA,2.6,21.5
1970-71,30,CHI,NBA,SF,81,NA,36.1,8,17.3,0.465,5.9,6.9,0.859,NA,NA,7.3,2.2,NA,NA,2.3,22
1971-72,31,CHI,NBA,SF,78,NA,33.2,7.9,15.7,0.505,6.2,7.3,0.847,NA,NA,6.1,2.3,NA,NA,2.2,22
1972-73,32,CHI,NBA,SF,79,NA,31.1,7.6,15.8,0.478,4.8,5.7,0.832,NA,NA,5,2.3,NA,NA,2.1,19.9
1973-74,33,CHI,NBA,SF,82,NA,32.5,7,14.4,0.486,5.4,6.1,0.875,1.6,3.4,5,2.4,0.8,0,2.5,19.3
1974-75,34,CHI,NBA,SF,76,NA,32.3,6.9,14.2,0.487,5.4,6.3,0.86,1.5,4.2,5.7,2.2,0.6,0.1,2.4,19.2
Career,NA,,NBA,,1032,NA,32.4,6.7,14.2,0.47,4.9,6.2,0.796,1.6,3.8,7.1,2.1,0.7,0.1,2.6,18.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,558,NA,31.6,5.9,13,0.457,4.3,5.8,0.739,NA,NA,7.9,1.8,NA,NA,2.9,16.2
6 seasons,NA,CHI,NBA,,474,NA,33.4,7.5,15.6,0.483,5.6,6.6,0.854,1.6,3.8,6.1,2.3,0.7,0.1,2.3,20.6
