,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,ATL,NBA,SG,82,3089,.436,15.1,.770,.131,.121,.225,.293,.230,.448,.564,.355,.445,.438,.395,.339,.007,9,.774,.175,.327,1,1
2001-02,24,ATL,NBA,SG,78,2967,.430,15.6,.636,.196,.081,.153,.205,.364,.454,.556,.323,.439,.420,.387,.273,.015,17,.738,.185,.354,0,0
2002-03,25,ATL,NBA,PG,81,3081,.428,16.6,.622,.163,.069,.120,.270,.378,.462,.505,.456,.460,.438,.371,.323,.013,15,.750,.227,.398,1,0
2003-04,26,ATL,NBA,PG,81,3018,.417,16.1,.648,.133,.120,.170,.226,.352,.455,.522,.455,.404,.456,.347,.346,.004,5,.719,.287,.364,1,0
2004-05,27,DAL,NBA,PG,80,2401,.501,14.9,.670,.192,.137,.136,.205,.330,.540,.587,.510,.495,.546,.420,.230,.005,4,.709,.237,.431,2,0
2005-06,28,DAL,NBA,PG,80,2798,.470,16.3,.621,.154,.086,.151,.231,.379,.505,.592,.394,.452,.524,.411,.339,.005,5,.842,.248,.476,4,0
2006-07,29,DAL,NBA,SG,81,2846,.484,16.3,.652,.139,.092,.165,.256,.348,.508,.581,.408,.537,.485,.438,.352,.003,3,.864,.351,.485,0,0
2007-08,30,DAL,NBA,SG,82,2579,.467,16.4,.640,.154,.076,.139,.271,.360,.519,.645,.390,.493,.498,.375,.481,.013,13,.882,.350,.386,1,0
2008-09,31,DAL,NBA,SG,74,2491,.463,16.7,.610,.161,.072,.119,.258,.390,.525,.622,.500,.475,.495,.366,.457,.008,9,.796,.265,.446,1,0
2009-10,32,DAL,NBA,SG,77,2540,.438,16.5,.642,.148,.100,.129,.265,.358,.479,.597,.423,.410,.467,.365,.503,.008,8,.882,.273,.451,2,0
2010-11,33,DAL,NBA,SG,82,2564,.451,16.4,.678,.111,.126,.157,.285,.322,.493,.736,.365,.427,.492,.362,.499,.007,8,.921,.356,.352,1,0
2011-12,34,DAL,NBA,SG,63,2000,.430,17.8,.560,.104,.095,.152,.210,.440,.471,.698,.405,.405,.437,.378,.324,.002,2,.783,.225,.439,1,0
2012-13,35,BOS,NBA,SG,79,2124,.434,18.7,.489,.116,.060,.119,.194,.511,.498,.560,.487,.455,.492,.372,.684,.005,2,.878,.275,.418,4,0
2013-14,36,BRK,NBA,PG,35,570,.362,21.1,.322,.026,.079,.053,.164,.678,.327,1.000,.167,.250,.320,.379,.563,.000,0,.846,.320,.424,1,0
2014-15,37,HOU,NBA,SG,77,1641,.422,20.7,.276,.070,.070,.054,.083,.724,.504,.548,.516,.458,.486,.390,.468,.002,1,.937,.446,.493,1,0
2015-16,38,HOU,NBA,SG,72,1258,.402,19.6,.306,.072,.093,.072,.069,.694,.504,.704,.514,.407,.385,.356,.397,.000,0,.903,.418,.376,1,0
2016-17,39,MIL,NBA,SG,74,1365,.432,19.8,.296,.115,.074,.049,.058,.704,.444,.500,.500,.333,.357,.427,.594,.000,0,.932,.520,.393,0,0
2017-18,40,MIL,NBA,SG,51,814,.383,20.8,.253,.084,.026,.058,.084,.747,.487,.538,.250,.667,.385,.348,.579,.000,0,.975,.478,.400,1,0
Career,,,NBA,,1329,40146,.445,16.7,.609,.140,.093,.143,.232,.391,.485,.590,.417,.451,.470,.382,.391,.007,101,.829,.295,.416,23,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,DAL,NBA,,619,20219,.462,16.4,.635,.145,.096,.143,.250,.365,.505,.625,.422,.463,.492,.388,.407,.006,52,.838,.289,.432,12,0
4 seasons,,ATL,NBA,,322,12155,.428,15.8,.673,.155,.099,.170,.249,.327,.454,.539,.394,.436,.438,.374,.322,.010,46,.744,.221,.365,3,1
2 seasons,,HOU,NBA,,149,2899,.412,20.2,.290,.071,.080,.062,.077,.710,.504,.621,.515,.431,.444,.375,.433,.001,1,.922,.433,.443,2,0
2 seasons,,MIL,NBA,,125,2179,.413,20.2,.280,.103,.055,.053,.068,.720,.459,.512,.455,.476,.370,.395,.588,.000,0,.947,.503,.396,1,0
1 season,,BOS,NBA,,79,2124,.434,18.7,.489,.116,.060,.119,.194,.511,.498,.560,.487,.455,.492,.372,.684,.005,2,.878,.275,.418,4,0
1 season,,BRK,NBA,,35,570,.362,21.1,.322,.026,.079,.053,.164,.678,.327,1.000,.167,.250,.320,.379,.563,.000,0,.846,.320,.424,1,0
