,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,20,DEN,NBA,C,80,2258,.519,3.9,.995,.617,.236,.057,.086,.005,.521,.649,.342,.343,.208,.000,.629,.233,131,,.000,,1,0
2003-04,21,DEN,NBA,PF,77,2504,.530,4.9,.997,.581,.190,.117,.108,.003,.532,.686,.350,.311,.265,.000,.713,.213,120,,.000,,1,0
2004-05,22,DEN,NBA,C,55,1317,.503,5.1,.995,.596,.161,.109,.130,.005,.505,.670,.242,.310,.240,.000,.711,.207,72,,.500,.000,0,0
2005-06,23,DEN,NBA,PF,1,3,.000,4.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
2006-07,24,DEN,NBA,C,64,1715,.570,3.8,.998,.636,.194,.097,.072,.002,.571,.701,.420,.340,.135,.000,.748,.234,113,,.000,,1,0
2007-08,25,DEN,NBA,PF,16,266,.408,5.7,.986,.620,.099,.127,.141,.014,.414,.455,.429,.333,.300,.000,.586,.225,9,,.000,,1,0
2008-09,26,DEN,NBA,C,77,2510,.604,5.0,.993,.646,.099,.080,.168,.007,.607,.692,.457,.421,.454,.200,.752,.212,143,1.000,.000,,0,0
2009-10,27,DEN,NBA,C,82,2755,.587,4.5,.997,.649,.135,.091,.123,.003,.589,.695,.340,.462,.398,.000,.753,.198,132,,.000,,0,0
2010-11,28,DEN,NBA,C,75,2291,.615,5.0,.992,.648,.170,.061,.113,.008,.618,.715,.441,.325,.486,.200,.703,.187,112,1.000,.200,.000,1,0
2011-12,29,TOT,NBA,C,39,1110,.537,7.0,.990,.519,.163,.127,.181,.010,.542,.691,.313,.420,.408,.000,.645,.137,51,,.000,,1,0
2011-12,29,DEN,NBA,C,28,826,.509,6.4,.993,.573,.146,.103,.171,.007,.513,.658,.244,.345,.354,.000,.678,.160,42,,.000,,1,0
2011-12,29,WAS,NBA,C,11,284,.607,8.6,.982,.384,.205,.188,.205,.018,.618,.814,.435,.524,.522,.000,.574,.080,9,,.000,,0,0
2012-13,30,WAS,NBA,PF,61,1659,.480,7.7,.998,.397,.236,.182,.184,.002,.481,.699,.357,.315,.330,.000,.582,.088,51,,.000,,0,0
2013-14,31,WAS,NBA,PF,53,1560,.503,8.5,.992,.375,.190,.224,.202,.008,.506,.677,.336,.398,.467,.200,.617,.088,49,1.000,.400,.000,0,0
2014-15,32,WAS,NBA,PF,67,1693,.511,8.2,.992,.423,.158,.191,.220,.008,.513,.697,.337,.383,.402,.200,.699,.106,63,1.000,.600,.000,0,0
2015-16,33,WAS,NBA,PF,57,1094,.544,6.9,.992,.474,.180,.125,.214,.008,.549,.698,.449,.396,.390,.000,.641,.112,39,,.667,.000,0,0
2016-17,34,HOU,NBA,C,67,1198,.617,5.5,.977,.637,.126,.083,.131,.023,.624,.723,.500,.364,.423,.333,.839,.242,86,1.000,.000,,0,0
2017-18,35,HOU,NBA,C,52,758,.569,4.2,.992,.632,.197,.088,.075,.008,.574,.636,.511,.381,.444,.000,.787,.197,41,,1.000,.000,0,0
2018-19,36,HOU,NBA,C,42,546,.517,7.8,.974,.388,.293,.103,.190,.026,.531,.800,.294,.333,.455,.000,.783,.112,12,,.000,,0,0
Career,,,NBA,,965,25237,.548,5.8,.993,.557,.174,.117,.145,.007,.551,.688,.374,.370,.380,.132,.702,.175,1224,1.000,.208,.000,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 seasons,,DEN,NBA,,555,16445,.560,4.7,.995,.623,.165,.087,.119,.005,.562,.683,.366,.362,.349,.087,.715,.208,874,1.000,.087,.000,6,0
5 seasons,,WAS,NBA,,249,6290,.511,8.0,.993,.411,.193,.186,.204,.007,.514,.698,.366,.379,.406,.125,.632,.096,211,1.000,.438,.000,0,0
3 seasons,,HOU,NBA,,161,2502,.586,5.4,.981,.597,.174,.088,.122,.019,.593,.702,.450,.364,.435,.214,.815,.207,139,1.000,.143,.000,0,0
