,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,24,IND,NBA,SF,13,214,.413,20.4,.457,.087,.000,.065,.304,.543,.429,.250,,.667,.429,.400,.556,.000,0,1.000,.320,.250,0,0
2005-06,25,PHO,NBA,SF,20,353,.341,17.4,.683,.159,.024,.085,.415,.317,.357,.385,.000,.429,.353,.308,.700,.012,1,1.000,.154,.250,0,0
2006-07,26,PHO,NBA,SF,11,171,.528,20.9,.500,.056,.000,.139,.306,.500,.611,1.000,,.400,.636,.444,.636,.000,0,1.000,.167,1.000,0,0
2008-09,28,MIA,NBA,SF,7,235,.531,21.7,.313,.063,.000,.031,.219,.688,.600,.500,,1.000,.571,.500,.667,.000,0,1.000,.318,.714,0,0
2009-10,29,MIA,NBA,SF,1,9,.000,24.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,.000,0,,.000,,0,0
2010-11,30,MIA,NBA,SF,12,272,.471,22.6,.275,.000,.020,.020,.235,.725,.500,,1.000,1.000,.417,.459,.429,.000,0,1.000,.486,.444,0,0
2011-12,31,MIA,NBA,SG,20,173,.372,22.1,.302,.023,.047,.000,.233,.698,.538,.000,.500,,.600,.300,.714,.023,0,.889,.333,.000,0,0
2012-13,32,MIA,NBA,SF,9,33,.429,22.1,.429,.000,.000,.000,.429,.571,.000,,,,.000,.750,,.000,0,1.000,.500,1.000,0,0
2013-14,33,MIA,NBA,SF,15,126,.450,22.4,.200,.050,.025,.000,.125,.800,.375,1.000,.000,,.200,.469,.667,.000,0,.933,.281,.556,0,0
2014-15,34,CLE,NBA,SF,20,311,.347,23.2,.147,.000,.040,.053,.053,.853,.364,,.333,.500,.250,.344,1.000,.000,0,1.000,.438,.429,0,0
2015-16,35,CLE,NBA,SF,12,55,.200,22.9,.300,.000,.000,.000,.300,.700,.333,,,,.333,.143,1.000,.000,0,1.000,.143,.000,0,0
2016-17,36,CLE,NBA,SF,8,30,.200,15.6,.400,.200,.200,.000,.000,.600,.500,1.000,.000,,,.000,.000,.200,1,,.333,.000,0,0
Career,,,NBA,,148,1982,.404,21.1,.371,.058,.023,.049,.241,.629,.434,.480,.300,.524,.417,.387,.652,.007,2,.981,.338,.418,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,64,848,.448,22.2,.276,.029,.023,.011,.213,.724,.479,.600,.500,1.000,.432,.437,.609,.006,0,.964,.365,.435,0,0
3 seasons,,CLE,NBA,,40,396,.322,22.7,.178,.011,.044,.044,.078,.822,.375,1.000,.250,.500,.286,.311,.833,.011,1,1.000,.405,.400,0,0
2 seasons,,PHO,NBA,,31,524,.398,18.5,.627,.127,.017,.102,.381,.373,.419,.467,.000,.417,.422,.364,.677,.008,1,1.000,.159,.571,0,0
1 season,,IND,NBA,,13,214,.413,20.4,.457,.087,.000,.065,.304,.543,.429,.250,,.667,.429,.400,.556,.000,0,1.000,.320,.250,0,0
