,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,IND,NBA,SF,6,26,.222,21.6,.556,.000,.000,.111,.444,.444,.200,,,.000,.250,.250,1.000,.000,0,1.000,.000,,0,0
2004-05,24,IND,NBA,SF,75,1330,.396,19.3,.478,.094,.041,.107,.236,.522,.395,.500,.385,.294,.400,.398,.583,.013,4,.924,.307,.471,0,0
2005-06,25,PHO,NBA,SF,75,1772,.418,20.4,.509,.071,.022,.062,.355,.491,.449,.537,.308,.556,.422,.386,.752,.015,9,.973,.295,.488,0,0
2006-07,26,PHO,NBA,SF,76,1376,.368,21.0,.459,.052,.014,.055,.339,.541,.356,.609,.167,.292,.336,.378,.708,.007,2,.989,.319,.461,0,0
2007-08,27,POR,NBA,SF,58,1276,.437,20.2,.373,.076,.028,.064,.205,.627,.426,.560,.222,.333,.433,.444,.750,.006,2,.989,.454,.462,0,0
2008-09,28,MIA,NBA,SF,40,630,.369,21.7,.356,.020,.020,.047,.268,.644,.415,.000,.333,.571,.425,.344,.682,.007,0,1.000,.573,.418,0,0
2009-10,29,MIA,NBA,SF,36,503,.361,22.6,.244,.025,.008,.034,.176,.756,.207,.000,.000,.250,.238,.411,.833,.000,0,.946,.378,.353,0,0
2010-11,30,MIA,NBA,SF,81,1549,.422,23.5,.171,.003,.009,.009,.150,.829,.390,1.000,.000,.667,.385,.429,.957,.000,0,.992,.495,.500,0,0
2011-12,31,MIA,NBA,SG,51,666,.380,22.9,.240,.000,.007,.047,.187,.760,.306,,.000,.571,.250,.404,.727,.000,0,1.000,.421,.333,0,0
2012-13,32,MIA,NBA,SF,38,221,.344,23.5,.131,.016,.000,.033,.082,.869,.625,1.000,,1.000,.400,.302,1.000,.000,0,.938,.453,.375,0,0
2013-14,33,MIA,NBA,SF,20,236,.456,22.0,.206,.059,.000,.044,.103,.794,.214,.500,,.333,.000,.519,.333,.000,0,1.000,.574,.645,0,0
2014-15,34,CLE,NBA,SF,57,669,.368,23.5,.129,.015,.015,.035,.065,.871,.423,.667,.333,.143,.538,.360,.818,.000,0,.984,.349,.311,0,0
2015-16,35,CLE,NBA,SF,48,463,.408,21.7,.268,.035,.021,.106,.113,.732,.447,.800,.667,.333,.438,.394,.765,.007,1,.927,.212,.455,0,0
2016-17,36,CLE,NBA,SF,48,381,.478,21.2,.283,.065,.022,.054,.141,.717,.500,.667,.000,.800,.385,.470,.615,.000,0,.935,.364,.500,0,0
Career,,,NBA,,709,11098,.401,21.4,.355,.048,.019,.056,.232,.645,.402,.545,.281,.402,.384,.401,.727,.007,18,.974,.385,.450,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,266,3805,.395,22.9,.223,.013,.009,.029,.171,.777,.352,.333,.125,.538,.333,.408,.800,.001,0,.986,.481,.452,0,0
3 seasons,,CLE,NBA,,153,1513,.405,22.4,.207,.032,.018,.062,.097,.793,.456,.714,.375,.370,.452,.391,.732,.002,1,.956,.310,.383,0,0
2 seasons,,PHO,NBA,,151,3148,.397,20.7,.488,.063,.019,.059,.348,.512,.412,.563,.263,.450,.386,.382,.737,.012,11,.980,.306,.475,0,0
2 seasons,,IND,NBA,,81,1356,.391,19.3,.480,.092,.040,.107,.242,.520,.389,.500,.385,.286,.392,.394,.590,.012,4,.925,.300,.471,0,0
1 season,,POR,NBA,,58,1276,.437,20.2,.373,.076,.028,.064,.205,.627,.426,.560,.222,.333,.433,.444,.750,.006,2,.989,.454,.462,0,0
