Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2003-04,19,TOR,NBA,C,75,63,2510,7.2,15.7,0.459,0.1,0.3,0.357,7.1,15.4,0.461,4.5,6.3,0.701,4.2,8.1,12.3,1.7,1.3,2.3,2.4,4.7,19,NA,103,99
2004-05,20,TOR,NBA,PF,81,81,3017,8.1,17.3,0.471,0.1,0.2,0.3,8.1,17.1,0.472,7.1,9.3,0.76,3.3,9,12.3,2.6,1.3,1.9,3.2,3.9,23.4,NA,107,107
2005-06,21,TOR,NBA,C,70,70,2751,10.5,20.8,0.505,0,0.2,0,10.5,20.6,0.511,9.1,11.1,0.816,3.9,8.5,12.4,3.5,1,1.5,3,4,30.1,NA,118,111
2006-07,22,TOR,NBA,C,69,69,2658,10.6,21.3,0.496,0.2,0.7,0.343,10.4,20.7,0.501,9,11.5,0.785,3.6,10.8,14.5,3.4,0.8,1.8,3.5,3.2,30.5,NA,112,104
2007-08,23,TOR,NBA,C,67,67,2425,11.1,22.5,0.494,0.2,0.5,0.4,10.9,22,0.496,10.4,12.3,0.844,3.8,9,12.8,3.8,1.4,1.5,3.4,3.4,32.8,NA,117,105
2008-09,24,TOR,NBA,C,77,77,2928,11,22.5,0.487,0.2,0.9,0.245,10.7,21.6,0.497,9,11,0.817,3.8,9.9,13.7,3.4,1.2,1.4,3.1,3.4,31.1,NA,114,108
2009-10,25,TOR,NBA,C,70,70,2526,12.3,23.6,0.518,0.2,0.4,0.364,12.1,23.2,0.521,9.6,12,0.797,4.2,11.3,15.5,3.4,0.9,1.4,3.5,3.5,34.3,NA,117,111
2010-11,26,MIA,NBA,PF,77,77,2795,9.9,20,0.496,0.1,0.5,0.24,9.8,19.5,0.502,7.3,8.9,0.815,2.7,9.4,12.1,2.7,1.1,0.9,2.6,3.2,27.2,NA,115,103
2011-12,27,MIA,NBA,PF,57,57,2007,10.3,21.2,0.487,0.3,0.9,0.286,10,20.2,0.496,6,7.3,0.821,2.5,9.4,11.9,2.7,1.3,1.2,3.1,3.4,26.9,NA,109,100
2012-13,28,MIA,NBA,C,74,74,2454,10.5,19.6,0.535,0.5,1.6,0.284,10,18,0.557,5.2,6.5,0.798,2.8,8,10.8,2.7,1.4,2.2,2.8,3.6,26.6,NA,114,103
2013-14,29,MIA,NBA,C,79,79,2531,10.2,19.8,0.516,1.5,4.5,0.339,8.7,15.3,0.569,4.6,5.7,0.82,2,8.8,10.9,1.8,1.7,1.6,2.6,4,26.6,NA,112,104
2014-15,30,MIA,NBA,C,44,44,1556,11.6,25.3,0.46,2.1,5.7,0.375,9.5,19.6,0.485,6.1,7.9,0.772,1.6,9,10.5,3.2,1.4,0.8,3.2,2.3,31.5,NA,106,106
2015-16,31,MIA,NBA,PF,53,53,1778,10.3,22.1,0.467,2.3,6.4,0.365,8,15.7,0.508,6.1,7.7,0.795,1.4,9.9,11.3,3.7,1,1,2.3,2.9,29.1,NA,114,104
Career,NA,,NBA,,893,881,31936,10.2,20.7,0.494,0.5,1.5,0.335,9.7,19.2,0.506,7.4,9.2,0.799,3.2,9.3,12.5,3,1.2,1.5,3,3.6,28.3,NA,113,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,TOR,NBA,,509,497,18815,10.1,20.5,0.492,0.1,0.5,0.298,10,20.1,0.497,8.4,10.5,0.796,3.8,9.5,13.3,3.1,1.1,1.7,3.1,3.7,28.7,NA,113,107
6 seasons,NA,MIA,NBA,,384,384,13121,10.4,21,0.496,1,3,0.344,9.4,18,0.521,5.9,7.3,0.805,2.2,9,11.3,2.7,1.3,1.3,2.7,3.3,27.7,NA,112,103
